instrumento,mercado,periodo,tipo_calificacion,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,monto,es_oficial
ENJOY,Bolsa de Santiago,2021-Q4,Dividendos,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.063,0.063,0.063,2750897,true
FONDO MUTUO AFP CAPITAL,Bolsa Electrónica,2022-Q2,Ganancia Capital,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4623591,true
MALLPLAZA,Bolsa de Santiago,2024-Q2,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,4955801,true
BCP-2030,Bolsa de Santiago,2021-Q1,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,7965484,true
BCU-2028,Bolsa de Santiago,2024-Q1,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,8408470,true
BCU-2025,Bolsa de Santiago,2024-Q1,Intereses,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.048,0.048,0.048,6480868,true
BCU-2029,Bolsa de Santiago,2021-Q1,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,8948184,true
SM-CHILE B,Bolsa de Santiago,2024-Q2,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,2632996,true
COLBUN,Bolsa de Santiago,2022-Q4,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,2994278,true
BCU-2027,Bolsa de Santiago,2023-Q4,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,5168053,true
BTU-2024,Bolsa de Santiago,2021-Q1,Intereses,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.063,0.063,0.063,8814211,true
BANCO BCI,Bolsa de Santiago,2022-Q4,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4362759,true
BCI AM BALANCEADO,Bolsa Electrónica,2022-Q3,Ganancia Capital,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,3915259,true
ENTEL,Bolsa de Santiago,2022-Q1,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,3113823,true
BONO ESVAL 2027,Bolsa de Santiago,2022-Q4,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,6716489,true
MASISA,Bolsa de Santiago,2023-Q3,Dividendos,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.06,0.06,0.06,0.06,2339520,true
BONO COLBUN 2028,Bolsa de Santiago,2022-Q2,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,1608636,true
BCU-2025,Bolsa de Santiago,2022-Q1,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,6731384,true
BONO ENEX 2027,Bolsa de Santiago,2024-Q3,Intereses,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.048,0.048,0.048,4940841,true
LARRAIN VIAL ESTRATEGIA,Bolsa Electrónica,2021-Q3,Mixto,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.05,0.05,11089016,false
BONO CENCOSUD 2030,Bolsa de Santiago,2021-Q4,Intereses,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.025,0.025,7099863,true
BONO ENTEL 2027,Bolsa de Santiago,2022-Q2,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,2700066,true
BCU-2030,Bolsa de Santiago,2023-Q4,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,7949013,true
LTM,Bolsa de Santiago,2021-Q4,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,3958048,true
BONO AGUAS ANDINAS 2026,Bolsa de Santiago,2021-Q1,Intereses,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.025,0.025,7178730,true
BONO ENEX 2027,Bolsa de Santiago,2021-Q2,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,1662872,true
BONO BCI 2029,Bolsa de Santiago,2024-Q2,Intereses,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,6075776,true
BCP-2030,Bolsa de Santiago,2024-Q4,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,9988658,true
SM-CHILE B,Bolsa de Santiago,2021-Q2,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,892985,true
PARAUCO,Bolsa de Santiago,2024-Q4,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4914248,true
ENTEL,Bolsa de Santiago,2023-Q1,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,2900020,true
BONO BANCO CHILE 2028,Bolsa de Santiago,2024-Q2,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,4555397,true
BANCO SANTANDER,Bolsa de Santiago,2022-Q4,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,2484756,true
FONDO MUTUO AFP PROVIDA,Bolsa Electrónica,2023-Q2,Mixto,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,3680771,true
SM-CHILE B,Bolsa de Santiago,2024-Q4,Dividendos,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,4484876,true
SECURITY AM ACCIONES,Bolsa Electrónica,2022-Q4,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,7645910,false
BCP-2032,Bolsa de Santiago,2022-Q4,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,8410459,true
BCP-2032,Bolsa de Santiago,2022-Q1,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,7809329,true
BTU-2024,Bolsa de Santiago,2021-Q2,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,7343631,true
BCP-2031,Bolsa de Santiago,2023-Q1,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,6142069,true
BCU-2029,Bolsa de Santiago,2023-Q4,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,2093597,true
FONDO MUTUO AFP HABITAT,Bolsa Electrónica,2023-Q4,Dividendos,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.05,0.05,9575336,true
BONO COPEC 2029,Bolsa de Santiago,2022-Q1,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,6948628,true
BCP-2031,Bolsa de Santiago,2022-Q3,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,3218931,true
BONO AGUAS ANDINAS 2026,Bolsa de Santiago,2024-Q4,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,6214149,true
PRINCIPAL BONOS,Bolsa Electrónica,2024-Q3,Ganancia Capital,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,11127708,true
CMPC,Bolsa de Santiago,2021-Q3,Dividendos,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.08,0.08,0.08,0.08,3888897,true
VAPORES,Bolsa de Santiago,2024-Q3,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,1410582,true
BCP-2032,Bolsa de Santiago,2024-Q4,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,9880722,true
BCP-2025,Bolsa de Santiago,2022-Q1,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,5421813,true
BONO SANTANDER 2027,Bolsa de Santiago,2021-Q1,Intereses,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.05,0.05,7274550,true
ENTEL,Bolsa de Santiago,2022-Q4,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4521601,true
PRINCIPAL BONOS,Bolsa Electrónica,2021-Q3,Dividendos,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.07,0.07,0.07,0.07,9844922,false
LTM,Bolsa de Santiago,2023-Q1,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,4581516,true
BANCO DE CHILE,Bolsa de Santiago,2023-Q1,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4105238,true
SALFACORP,Bolsa de Santiago,2022-Q4,Dividendos,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,4707830,true
BCP-2032,Bolsa de Santiago,2022-Q1,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,8909719,true
FONDO MUTUO AFP PROVIDA,Bolsa Electrónica,2021-Q4,Dividendos,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.05,0.05,5479851,false
BONO CENCOSUD 2030,Bolsa de Santiago,2022-Q3,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,5568917,true
BONO AGUAS ANDINAS 2026,Bolsa de Santiago,2024-Q4,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4602698,true
MASISA,Bolsa de Santiago,2024-Q3,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,2042688,true
BONO BANCO CHILE 2028,Bolsa de Santiago,2021-Q2,Intereses,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,4051125,true
ENTEL,Bolsa de Santiago,2024-Q3,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,1473756,true
BONO COPEC 2029,Bolsa de Santiago,2023-Q1,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,3151353,true
RIPLEY,Bolsa de Santiago,2021-Q2,Dividendos,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.075,0.075,4634957,true
SQM-B,Bolsa de Santiago,2021-Q1,Dividendos,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.048,0.048,0.048,759602,true
PRINCIPAL BONOS,Bolsa Electrónica,2022-Q4,Mixto,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,11747843,true
LARRAIN VIAL ESTRATEGIA,Bolsa Electrónica,2023-Q1,Mixto,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,7714699,false
FONDO MUTUO AFP HABITAT,Bolsa Electrónica,2021-Q2,Dividendos,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.06,0.06,0.06,0.06,6731978,true
BCP-2025,Bolsa de Santiago,2024-Q3,Intereses,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.08,0.08,0.08,0.08,8386513,true
BCU-2028,Bolsa de Santiago,2024-Q2,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,7905994,true
PRINCIPAL ACCIONES,Bolsa Electrónica,2021-Q1,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,4325448,true
PRINCIPAL ACCIONES,Bolsa Electrónica,2023-Q2,Ganancia Capital,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.078,0.078,0.078,3302125,false
BCP-2032,Bolsa de Santiago,2023-Q2,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,9720087,true
PRINCIPAL BONOS,Bolsa Electrónica,2024-Q3,Mixto,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.05,0.05,9959154,false
BCP-2025,Bolsa de Santiago,2024-Q4,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,6456078,true
BONO FALABELLA 2028,Bolsa de Santiago,2021-Q2,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,6114681,true
BANCHILE ACCIONES,Bolsa Electrónica,2021-Q3,Mixto,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,9805300,true
PRINCIPAL ACCIONES,Bolsa Electrónica,2024-Q1,Mixto,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,3548073,false
BONO CMPC 2026,Bolsa de Santiago,2021-Q2,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,7320686,true
BCI AM DEUDA,Bolsa Electrónica,2023-Q1,Mixto,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.06,0.06,0.06,0.06,3135488,false
CMPC,Bolsa de Santiago,2024-Q1,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,3420674,true
SECURITY AM BONOS,Bolsa Electrónica,2021-Q4,Dividendos,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.05,0.05,5638119,false
BONO FALABELLA 2028,Bolsa de Santiago,2023-Q1,Intereses,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.033,0.033,0.033,7633163,true
BONO ENDESA 2029,Bolsa de Santiago,2022-Q2,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4769049,true
PRINCIPAL BONOS,Bolsa Electrónica,2024-Q2,Mixto,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,7913595,false
FONDO MUTUO AFP PLANVITAL,Bolsa Electrónica,2024-Q2,Mixto,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.078,0.078,0.078,3188316,true
BESALCO,Bolsa de Santiago,2021-Q1,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,3904620,true
VAPORES,Bolsa de Santiago,2024-Q3,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4863259,true
BCU-2025,Bolsa de Santiago,2022-Q1,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,5316249,true
BONO AGUAS ANDINAS 2026,Bolsa de Santiago,2024-Q1,Intereses,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.07,0.07,0.07,0.07,3640391,true
BESALCO,Bolsa de Santiago,2024-Q2,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,4043886,true
SQM-A,Bolsa de Santiago,2024-Q2,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,4998394,true
BONO SQM 2028,Bolsa de Santiago,2023-Q4,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,3773615,true
CCU,Bolsa de Santiago,2021-Q3,Dividendos,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.06,0.06,0.06,0.06,1117070,true
BONO AGUAS ANDINAS 2026,Bolsa de Santiago,2023-Q3,Intereses,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.05,0.05,3690485,true
BONO ENDESA 2029,Bolsa de Santiago,2024-Q3,Intereses,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.075,0.075,2531046,true
PRINCIPAL BONOS,Bolsa Electrónica,2024-Q3,Ganancia Capital,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.063,0.063,0.063,11761128,true
SQM-B,Bolsa de Santiago,2024-Q1,Dividendos,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.05,0.05,2054427,true
BCU-2030,Bolsa de Santiago,2021-Q1,Intereses,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.08,0.08,0.08,0.08,9204922,true
BANCO SANTANDER,Bolsa de Santiago,2022-Q4,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,1018650,true
BANCO BCI,Bolsa de Santiago,2022-Q1,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,2368795,true
IANSA,Bolsa de Santiago,2023-Q3,Dividendos,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.025,0.025,1422089,true
FONDO MUTUO AFP HABITAT,Bolsa Electrónica,2024-Q2,Mixto,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,10839887,true
BONO SANTANDER 2027,Bolsa de Santiago,2023-Q4,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,3827804,true
CCU,Bolsa de Santiago,2022-Q1,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,3348335,true
BANCHILE RENTA FIJA,Bolsa Electrónica,2023-Q3,Mixto,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,7817272,false
COPEC,Bolsa de Santiago,2023-Q2,Dividendos,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.048,0.048,0.048,685668,true
BANCO BCI,Bolsa de Santiago,2021-Q2,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,1756464,true
SANTANDER AM RENTA FIJA,Bolsa Electrónica,2023-Q4,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,2103300,true
SECURITY AM BONOS,Bolsa Electrónica,2023-Q3,Ganancia Capital,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.05,0.05,8516244,false
BONO ENDESA 2029,Bolsa de Santiago,2021-Q3,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,2425302,true
BCP-2027,Bolsa de Santiago,2024-Q2,Intereses,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.07,0.07,0.07,0.07,4594595,true
LARRAIN VIAL ESTRATEGIA,Bolsa Electrónica,2022-Q1,Ganancia Capital,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.063,0.063,0.063,6129826,false
BONO ENDESA 2029,Bolsa de Santiago,2021-Q1,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,2721971,true
BONO BCI 2029,Bolsa de Santiago,2023-Q3,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,2276134,true
PRINCIPAL BONOS,Bolsa Electrónica,2022-Q4,Ganancia Capital,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,6487428,false
BONO AGUAS ANDINAS 2026,Bolsa de Santiago,2023-Q4,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,2901722,true
BANCHILE RENTA FIJA,Bolsa Electrónica,2024-Q4,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,4044326,false
BONO ENDESA 2029,Bolsa de Santiago,2023-Q2,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,1817284,true
BONO BCI 2029,Bolsa de Santiago,2022-Q4,Intereses,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.07,0.07,0.07,0.07,7900821,true
BCP-2031,Bolsa de Santiago,2021-Q1,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,8805461,true
BONO BCI 2029,Bolsa de Santiago,2021-Q2,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,7944853,true
SECURITY AM BONOS,Bolsa Electrónica,2024-Q2,Ganancia Capital,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,7941224,false
LARRAIN VIAL ESTRATEGIA,Bolsa Electrónica,2023-Q2,Ganancia Capital,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,6937938,false
BCP-2025,Bolsa de Santiago,2021-Q2,Intereses,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.063,0.063,0.063,4878571,true
PARAUCO,Bolsa de Santiago,2024-Q4,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,4314434,true
BCU-2030,Bolsa de Santiago,2023-Q3,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,8540312,true
BONO AGUAS ANDINAS 2026,Bolsa de Santiago,2024-Q2,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,5014938,true
FONDO MUTUO AFP CAPITAL,Bolsa Electrónica,2021-Q4,Ganancia Capital,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,10552110,true
LARRAIN VIAL ESTRATEGIA,Bolsa Electrónica,2024-Q3,Ganancia Capital,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.06,0.06,0.06,0.06,10538718,false
BONO SQM 2028,Bolsa de Santiago,2022-Q3,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,3092828,true
BCU-2026,Bolsa de Santiago,2023-Q2,Intereses,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.078,0.078,0.078,3796952,true
BCU-2030,Bolsa de Santiago,2024-Q3,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,7174788,true
BONO ENTEL 2027,Bolsa de Santiago,2021-Q4,Intereses,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,3894552,true
BONO COLBUN 2028,Bolsa de Santiago,2024-Q4,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,7911349,true
BONO AGUAS ANDINAS 2026,Bolsa de Santiago,2022-Q2,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,3790042,true
BCU-2029,Bolsa de Santiago,2022-Q3,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4914530,true
BCI AM DEUDA,Bolsa Electrónica,2021-Q4,Ganancia Capital,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.08,0.08,0.08,0.08,5923226,true
BANCO SANTANDER,Bolsa de Santiago,2022-Q3,Dividendos,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.07,0.07,0.07,0.07,3343984,true
FONDO MUTUO AFP PLANVITAL,Bolsa Electrónica,2024-Q4,Mixto,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,2082385,false
PRINCIPAL ACCIONES,Bolsa Electrónica,2023-Q1,Mixto,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,8931799,false
BCP-2030,Bolsa de Santiago,2022-Q3,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,9383499,true
ENDESA,Bolsa de Santiago,2024-Q3,Dividendos,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,2964796,true
BCI AM BALANCEADO,Bolsa Electrónica,2023-Q1,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,9585373,true
SANTANDER AM ACCIONES,Bolsa Electrónica,2024-Q1,Ganancia Capital,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.08,0.08,0.08,0.08,6893667,false
BCI AM BALANCEADO,Bolsa Electrónica,2023-Q2,Ganancia Capital,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,9641603,false
BCP-2027,Bolsa de Santiago,2024-Q1,Intereses,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.078,0.078,0.078,9687453,true
FONDO MUTUO AFP CUPRUM,Bolsa Electrónica,2021-Q3,Mixto,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.05,0.05,10558615,false
BCP-2029,Bolsa de Santiago,2023-Q2,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,7601570,true
CCU,Bolsa de Santiago,2021-Q4,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,1918445,true
BONO SANTANDER 2027,Bolsa de Santiago,2023-Q2,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4201117,true
BCP-2030,Bolsa de Santiago,2022-Q3,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,7472522,true
ENEL AMERICAS,Bolsa de Santiago,2024-Q3,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,1072335,true
BCP-2031,Bolsa de Santiago,2023-Q4,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,9007660,true
PRINCIPAL ACCIONES,Bolsa Electrónica,2022-Q4,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,9662889,true
BONO ENTEL 2027,Bolsa de Santiago,2022-Q1,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,4505556,true
